"Timestamp","Please.indicate..in.the.box.below..that.you.are.at.least.18.years.old..have.read.and.understand.this.consent.form..and.you.agree.to.participate.in.this.online.research.study.","MFQ1","MFQ2","MFQ3","MFQ4","MFQ5","MFQ6","MFQ7","MFQ8","MFQ9","MFQ10","MFQ11","MFQ12","MFQ13","MFQ14","MFQ15","MFQ16","MFQ17","MFQ18","MFQ19","MFQ20","MFQ21","MFQ22","MFQ23","MFQ24","MFQ25","MFQ26","MFQ27","MFQ28","MFQ29","MFQ30","MFQ31","MFQ32","ICS1","ICS2","ICS3","ICS4","ICS5","ICS6","ICS7","ICS8","ICS9","ICS10","What.is.your.age..in.years..","What.is.your.sex.","Do.you.have.an.active.Twitter.account.","How.often.do.you.use.or.browse.Twitter.using.your.account...approximately.","Approximately.how.many.followers.do.you.have.","If.you.do.have.a.Twitter.account..to.what.degree.do.you.use.Twitter.to.post.or.retweet.about.political..social..or.economic.issues.that.are.important.to.you..Please.skip.this.question.if.you.do.not.have.an.active.Twitter.account.","If.you.do.have.a.Twitter.account..is.your.account.public.or.private..","Twitter.username..the.exact.name.that.comes.after.....on.your.twitter.profile..","Worker.ID","Probably_fake","response_ID","Harm","Fairness","Loyalty","Authority","Purity","ICS_score"
"4/25/19 2:08","I agree to participate.",5,5,0,2,0,0,4,4,0,0,0,5,5,0,5,3,5,5,0,1,0,5,5,5,0,0,0,0,2,0,2,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,48,"Female","Yes","two to three times per week","less than 100",2,"Public","beloveohone","A2W6JI998F20P4","",579,24,26,0,10,4,-4
"4/25/19 2:12","I agree to participate.",3,3,4,3,3,2,3,3,3,4,3,3,3,2,2,3,3,3,3,4,3,3,3,4,4,4,4,2,3,3,3,2,1,1,-1,1,-1,1,-1,1,-1,-1,42,"Female","Yes","four to five times per week","more than 1000",2,"Public","40trina","A14AKM0M9VIDCG","",580,17,19,19,20,18,0
"4/25/19 2:23","I agree to participate.",4,5,3,5,5,0,5,5,4,4,3,5,5,4,5,0,5,5,5,5,2,5,5,5,4,5,3,1,5,0,4,5,1,-1,-1,-1,1,1,1,-1,-1,1,33,"Female","Yes","two to three times per week","less than 100",2,"Private","","A1PBRKFHSF1OF8","",581,25,30,20,28,18,0
"4/25/19 2:34","I agree to participate.",5,4,2,3,4,0,5,5,4,3,4,5,5,3,5,4,5,5,3,5,5,5,5,5,5,2,5,4,4,2,4,4,-1,-1,-1,1,-1,-1,-1,-1,-1,1,55,"Female","Yes","two to three times per day","less than 100",1,"Public","Janetwise11","A3QUWIT972BYUH","",582,29,28,19,22,26,-6
"4/25/19 2:35","I agree to participate.",5,5,0,2,1,0,5,5,4,0,0,5,5,5,2,0,5,4,0,3,0,5,5,5,0,0,0,0,4,2,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,"Female","Yes","less than once per week","less than 100",2,"Private","lonelypoet18","A3I668PEONUFH0","",583,25,28,11,8,1,-8
"4/25/19 2:39","I agree to participate.",4,3,0,1,2,0,4,5,3,1,2,5,5,1,1,0,5,4,1,1,3,5,5,4,3,2,2,5,3,2,1,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,"Male","Yes","At least once a day","100 to 200",3,"Private","","A1IS0218RVG60K","",584,28,24,10,7,13,-8
"4/25/19 2:41","I agree to participate.",5,5,5,5,5,3,5,5,5,2,5,5,5,5,5,5,5,5,3,5,5,5,5,5,3,1,5,5,5,3,3,5,1,-1,-1,-1,-1,-1,-1,1,-1,1,55,"Female","Yes","less than once per week","less than 100",1,"Public","","A2DQSGRTWEG7LB","",585,30,30,24,21,30,-4
"4/25/19 2:42","I agree to participate.",3,3,1,4,5,0,3,5,4,2,4,4,5,3,4,5,4,4,4,5,5,5,4,4,2,4,2,1,0,3,5,5,1,-1,-1,1,1,-1,1,1,-1,1,42,"Female","Yes","two to three times per week","less than 100",1,"Public","Noelle_Cooper","A3JG44GC9BIM58","",586,19,21,17,24,26,2
"4/25/19 2:53","I agree to participate.",3,4,3,3,4,0,2,4,3,3,1,4,5,3,0,0,3,4,4,3,2,5,5,4,4,3,2,2,0,1,3,1,-1,1,1,1,1,1,1,1,1,-1,57,"Female","Yes","At least once a day","less than 100",1,"Private","","A10JXOU89D5RXR","",587,19,21,18,15,10,6
"4/25/19 2:54","I agree to participate.",3,4,3,3,4,4,5,3,4,3,2,3,3,4,3,3,2,3,5,4,3,5,4,3,4,3,4,3,3,4,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,"Male","Yes","two to three times per week","100 to 200",5,"Private","atachovaldez","A1PZIN8H1VI6SY","",588,20,19,24,19,19,-10
"4/25/19 2:55","I agree to participate.",4,3,3,3,5,0,2,3,1,1,5,5,5,3,3,2,3,3,4,4,2,5,5,4,1,3,1,1,0,2,2,2,1,1,1,-1,1,1,1,-1,1,-1,37,"Female","Yes","less than once per week","100 to 200",1,"Private","","A13QSCEHVHJ3Z8","",589,20,18,14,16,17,4
"4/25/19 3:04","I agree to participate.",2,5,0,5,5,0,5,5,5,5,5,3,5,4,4,4,4,5,4,5,5,5,5,5,5,5,3,3,0,4,5,4,-1,1,-1,1,1,-1,-1,1,1,1,28,"Male","Yes","four to five times per week","100 to 200",3,"Private","","AJYALW506CI1X","",590,22,25,22,29,26,2
"4/25/19 3:04","I agree to participate.",4,4,0,0,0,0,4,4,1,0,0,4,5,1,1,0,4,5,1,1,1,5,5,4,1,1,1,1,1,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,"Female","Yes","At least once a day","less than 100",2,"Private","","AK1Q45RF8A87Z","",591,22,23,4,4,2,-8
"4/25/19 3:09","I agree to participate.",5,4,1,3,2,0,4,5,4,2,3,5,5,3,3,1,4,4,3,3,3,5,5,3,2,4,3,1,0,3,3,2,1,-1,1,1,1,-1,1,1,-1,-1,41,"Male","Yes","less than once per week","less than 100",1,"Private","","AZIAQJWXTSFUX","",592,24,21,16,18,14,2
"4/25/19 3:13","I agree to participate.",4,5,1,1,0,0,3,5,1,1,0,4,5,2,5,0,4,4,1,1,0,5,5,5,1,1,0,2,2,1,2,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,"Female","Yes","At least once a day","less than 100",1,"Public","","A10LLZZHZVGWRW","",593,22,26,7,11,0,-8
"4/25/19 3:17","I agree to participate.",5,5,2,4,2,0,5,5,2,2,2,5,5,2,5,0,5,5,0,5,3,5,4,4,4,0,4,4,5,3,4,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,"Female","Yes","two to three times per week","less than 100",1,"Public","rydershilo","A1B14CS9DW7008","",594,28,29,13,20,11,-8
"4/25/19 3:26","I agree to participate.",4,3,2,4,2,0,3,4,4,1,3,5,4,1,3,3,4,5,1,4,1,5,4,4,2,2,4,1,5,5,3,5,-1,1,1,-1,-1,1,1,-1,-1,-1,44,"Female","Yes","two to three times per week","200 to 300",4,"Public","lisa johns","A1Y7TYVUO3Q8U4","",595,21,25,15,17,18,-2
"4/25/19 3:30","I agree to participate.",4,2,3,4,3,1,5,4,3,4,5,4,5,4,5,5,4,5,4,5,3,4,4,4,5,5,4,5,3,4,5,4,1,1,-1,1,-1,1,1,1,1,1,50,"Male","Yes","less than once per week","100 to 200",1,"Private","","A3AFMYME4WLCVT","",596,26,23,23,28,24,6
"4/25/19 3:32","I agree to participate.",3,4,1,0,5,0,5,4,3,0,5,5,5,3,3,4,3,5,1,2,5,5,3,4,4,0,4,0,0,3,1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,"Female","Yes","less than once per week","less than 100",1,"Private","","AGP1IXSTAD126","",597,19,22,15,6,26,-8
"4/25/19 3:32","I agree to participate.",4,4,2,2,2,3,3,3,2,1,2,4,4,3,3,0,3,4,1,2,1,4,5,4,1,1,0,2,2,1,3,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,34,"Male","Yes","less than once per week","less than 100",1,"Public","a_r_woodard","A2GFLJDDJ33MI4","",598,21,21,10,12,6,-6
"4/25/19 3:34","I agree to participate.",5,4,4,5,5,0,4,4,4,5,4,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,3,2,4,5,-1,-1,1,-1,-1,1,1,1,1,1,29,"Female","Yes","two to three times per day","200 to 300",4,"Private","","A22A52DRIIEV6K","",599,28,25,25,29,28,2
"4/25/19 3:35","I agree to participate.",5,5,4,4,5,0,4,4,4,2,3,5,5,3,4,2,5,5,3,4,1,5,5,5,1,3,2,1,0,1,3,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,"Female","Yes","two to three times per week","less than 100",3,"Private","","A2UU8RM98WZ6H","",600,25,24,16,20,16,-8
"4/25/19 3:36","I agree to participate.",3,5,1,1,2,0,3,5,2,1,0,4,5,1,4,0,3,5,2,3,0,5,4,4,1,2,0,3,2,1,4,2,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,22,"Female","Yes","four to five times per week","less than 100",1,"Public","","A3K6DL4PN98CBN","",601,20,26,8,15,4,-8
"4/25/19 3:37","I agree to participate.",5,4,1,0,1,0,5,5,1,1,0,5,1,1,1,0,5,4,2,1,1,5,5,5,3,0,0,4,5,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,"Female","Yes","two to three times per day","200 to 300",3,"Public","vacross","ASWRCA8J5G771","",602,29,24,10,3,2,-10
"4/25/19 3:37","I agree to participate.",5,5,3,5,5,5,0,5,5,4,5,4,5,5,4,5,3,5,1,0,2,1,1,5,3,1,5,5,3,5,3,4,1,-1,1,-1,1,-1,1,1,1,1,34,"Male","Yes","four to five times per day or more","more than 1000",7,"Public","paulbaldovin","A3IEFYBAJDK48K","",603,18,28,22,17,26,4
"4/25/19 3:51","I agree to participate.",5,5,0,0,0,0,5,5,1,1,0,5,5,1,0,0,5,5,2,1,0,5,5,5,1,0,0,5,5,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,"Male","Yes","less than once per week","less than 100",3,"Private","","A3OB6REG5CGHK1","",604,30,30,6,2,0,-10
"4/25/19 3:53","I agree to participate.",3,4,3,4,4,0,5,5,3,2,1,3,4,3,3,0,5,3,2,2,4,5,5,3,3,3,2,1,1,2,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,"Male","Yes","two to three times per day","100 to 200",2,"Public","humbleturker","A2CK0OXMPOR9LE","",605,22,20,16,17,15,-10
"4/25/19 3:54","I agree to participate.",5,5,2,1,3,0,4,5,3,1,2,4,5,3,3,0,5,5,3,1,2,5,5,5,2,0,5,2,4,1,3,2,1,-1,-1,-1,1,-1,-1,-1,-1,-1,40,"Male","Yes","two to three times per week","less than 100",2,"Private","","A3KKXA7COL5JHL","",606,25,29,14,9,14,-6
"4/25/19 3:56","I agree to participate.",5,5,0,1,0,0,5,5,2,1,1,5,5,1,5,0,5,5,0,2,1,5,5,1,1,0,1,5,0,2,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,"Female","Yes","two to three times per day","300 to 400",3,"Public","sophiavoravong","AJMWITY1XT7H7","",607,30,21,6,12,3,-10
"4/25/19 4:14","I agree to participate.",5,5,0,0,0,0,5,5,0,0,0,5,4,0,0,5,5,4,0,2,0,5,5,4,3,1,0,0,4,1,2,2,1,-1,-1,-1,1,-1,-1,-1,-1,-1,41,"Female","Yes","less than once per week","500 to 600",1,"Public","MelanieS_Clarke","A2HC9549CZAKNN","",608,25,26,4,5,7,-6
"4/25/19 4:47","I agree to participate.",3,4,1,3,3,0,2,3,1,2,3,4,4,1,4,0,2,2,3,3,4,5,1,2,1,4,4,2,1,2,4,4,-1,-1,1,1,1,-1,-1,-1,-1,1,34,"Female","No","N/A ( I do not have a Twitter account)","I do not wish to disclose this information.",1,"N/A (I do not have a Twitter account)","","A1ZT30BGR3266K","",609,14,16,9,20,18,-2
"4/25/19 4:55","I agree to participate.",4,4,4,4,4,0,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,1,4,5,1,4,4,4,-1,-1,1,1,1,-1,-1,-1,-1,-1,37,"Male","Yes","two to three times per day","300 to 400",5,"Public","","A1YBX7P5PY8LL","",610,25,21,24,21,22,-4
"4/25/19 5:11","I agree to participate.",4,4,3,3,3,0,4,4,4,3,3,4,4,4,4,3,4,4,3,4,2,5,3,4,3,2,2,4,0,4,3,3,-1,-1,1,1,1,1,-1,1,-1,-1,42,"Male","Yes","four to five times per week","100 to 200",3,"Private","","A1DS5O8MSI3ZH0","",611,23,20,21,19,16,0
"4/25/19 5:26","I agree to participate.",3,2,0,0,0,0,2,2,1,1,0,5,2,0,0,0,4,2,0,0,0,5,3,2,3,0,0,3,2,4,3,0,1,-1,-1,-1,-1,-1,-1,1,1,-1,22,"Male","Yes","four to five times per day or more","200 to 300",2,"Public","cool_dog_2","A8RDXT4ZILHQT","",612,20,12,8,4,0,-4
"4/25/19 5:28","I agree to participate.",4,3,2,3,4,3,3,3,2,3,5,5,2,1,3,1,5,5,4,3,4,5,4,3,4,2,3,5,3,4,3,4,-1,1,-1,-1,1,-1,1,-1,1,-1,30,"Female","Yes","two to three times per week","200 to 300",5,"Private","","A30UE6DWFNUCWX","",613,26,19,17,17,21,-2
"4/25/19 5:41","I agree to participate.",4,5,1,1,2,0,5,4,2,2,2,4,4,2,3,0,5,4,1,2,2,5,5,4,4,3,1,4,4,4,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,"Male","Yes","two to three times per week","less than 100",1,"Private","","AMNRYECHXZY34","",614,27,25,14,11,10,-10
"4/25/19 5:59","I agree to participate.",3,3,3,3,3,1,2,2,1,2,2,2,1,3,2,5,4,4,5,5,5,5,5,3,3,4,2,5,1,4,4,3,-1,-1,1,1,1,-1,-1,1,-1,1,35,"Female","Yes","At least once a day","200 to 300",2,"Private","","A1DOO1F46UBLYT","",615,21,14,19,20,20,0
"4/25/19 6:38","I agree to participate.",4,5,1,1,1,0,3,4,1,1,1,4,5,1,1,0,4,5,3,2,1,3,1,4,2,0,1,0,2,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,"Female","Yes","less than once per week","less than 100",1,"Private","","A16G6PPH1INQL8","",616,16,25,9,5,4,-10
"4/25/19 6:59","I agree to participate.",4,3,3,3,5,0,4,1,4,3,4,5,4,4,5,5,3,3,4,3,4,3,3,2,3,3,2,4,3,1,3,2,-1,1,-1,1,-1,1,1,1,1,1,34,"Male","Yes","four to five times per day or more","300 to 400",2,"Public","pettycanoodler","ATADQXPHL10Y8","",617,23,16,19,20,22,4
"4/25/19 7:02","I agree to participate.",5,2,4,4,0,5,1,4,1,0,4,5,1,0,3,4,5,2,2,1,0,5,2,0,4,5,2,4,4,1,5,1,1,1,-1,1,1,-1,1,1,-1,1,28,"Male","Yes","At least once a day","300 to 400",3,"Public","","A2T11H7YI7QPGD","",618,22,13,12,18,11,4
"4/25/19 7:14","I agree to participate.",4,5,3,4,5,0,2,5,5,3,3,4,5,2,3,0,4,4,4,5,3,5,4,5,5,3,2,3,0,2,5,3,-1,-1,-1,1,1,-1,-1,-1,-1,-1,32,"Female","Yes","less than once per week","less than 100",1,"Public","Reviews05579876","A28JBDTFGFJ5NR","",619,21,24,21,23,16,-6
"4/25/19 7:24","I agree to participate.",5,4,1,3,5,0,4,3,4,2,5,5,4,2,5,0,5,5,4,5,5,5,5,5,4,5,3,2,4,4,5,4,1,-1,-1,-1,1,-1,-1,-1,-1,-1,29,"Male","Yes","less than once per week","less than 100",1,"Public","masterx12345","A4T4577P6JL6R","",620,26,25,19,25,22,-6
"4/25/19 8:10","I agree to participate.",4,4,4,4,4,1,4,4,5,5,4,4,4,4,5,5,5,5,0,2,1,5,5,3,1,4,4,4,4,2,4,5,1,1,-1,-1,-1,1,-1,-1,1,1,30,"Male","Yes","four to five times per week","less than 100",4,"Private","","A3KWWXE2Y5O896","",621,26,24,16,24,23,0
"4/25/19 8:22","I agree to participate.",3,2,1,5,0,0,2,5,3,1,5,5,3,1,5,0,4,2,5,5,5,5,4,1,4,1,1,5,4,3,4,4,1,1,-1,-1,-1,-1,-1,1,-1,-1,40,"Male","Yes","four to five times per day or more","100 to 200",2,"Private","","A23KAJRDVCVGOE","",622,23,17,17,21,15,-4
"4/25/19 8:39","I agree to participate.",3,3,3,3,3,0,4,3,3,2,2,4,4,3,4,0,4,4,4,4,1,5,5,4,3,1,3,3,2,4,5,3,-1,-1,1,1,1,1,-1,-1,-1,-1,34,"Female","Yes","two to three times per week","less than 100",1,"Private","","ACSS93E03ZUGX","",623,23,20,20,19,12,-2
"4/25/19 8:53","I agree to participate.",5,5,2,4,4,0,3,4,4,3,4,4,5,3,4,2,5,5,2,4,4,5,5,4,2,0,4,4,3,2,2,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,"Male","Yes","two to three times per day","200 to 300",2,"Public","Zutao12","A30W987G9S6F0G","",624,26,26,15,17,21,-8
"4/25/19 9:29","I agree to participate.",4,5,3,4,4,0,4,5,4,4,4,4,5,4,5,0,4,5,4,5,4,4,5,5,4,5,5,0,3,3,3,5,1,1,-1,1,1,1,-1,-1,1,1,29,"Male","Yes","At least once a day","less than 100",1,"Private","","A1A2X0T1XE8K89","",625,21,28,22,26,22,4
"4/25/19 9:38","I agree to participate.",4,5,3,4,2,0,2,3,3,2,5,5,3,3,4,3,4,3,3,4,4,3,4,5,4,4,4,2,0,3,3,4,-1,1,1,1,1,1,-1,1,1,-1,29,"Female","Yes","two to three times per week","100 to 200",4,"Public","jordanlashleymaska","A2202M6EJ76RQ6","",626,21,19,19,21,22,4
"4/25/19 9:39","I agree to participate.",5,5,1,2,5,0,5,5,5,1,0,5,5,1,5,0,5,5,3,5,0,5,5,5,4,3,1,4,0,2,4,1,-1,-1,1,-1,1,1,1,-1,1,-1,37,"Male","Yes","four to five times per week","less than 100",1,"Private","","A1FBI9CPTNYMMR","",627,29,25,16,20,7,0
"4/25/19 10:13","I agree to participate.",3,5,0,0,1,0,0,4,1,0,1,5,5,0,2,0,4,5,1,2,0,5,3,5,1,5,0,2,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,"Male","Yes","less than once per week","less than 100",1,"Public","randomdude98471","A272X64FOZFYLB","",628,17,24,6,9,2,-10
"4/25/19 10:30","I agree to participate.",5,5,3,1,2,0,5,5,2,1,5,5,5,2,4,4,5,5,3,3,5,5,5,5,3,4,3,4,2,3,1,5,-1,-1,-1,1,-1,-1,-1,1,-1,1,37,"Female","Yes","less than once per week","less than 100",1,"Private","azra00000","A2F0A4FIVT9M3O","",629,29,27,16,14,24,-4
"4/25/19 10:39","I agree to participate.",4,3,1,3,2,0,2,2,2,3,4,4,2,1,2,4,3,1,3,4,2,3,4,3,1,4,2,1,2,1,2,4,-1,-1,-1,1,1,1,-1,1,1,-1,37,"Female","Yes","less than once per week","100 to 200",1,"Public","Elizabeth25","A2BRZKFG6WAVER","",630,18,13,9,18,18,0
"4/25/19 11:11","I agree to participate.",4,4,1,4,4,0,3,4,1,3,3,4,4,2,3,0,2,3,3,3,3,5,4,3,3,3,3,2,0,3,3,3,1,1,1,1,1,-1,-1,-1,-1,-1,32,"Female","Yes","less than once per week","less than 100",2,"Private","","AJNQ2PBD07FKE","",631,19,18,13,19,16,0
"4/25/19 11:39","I agree to participate.",5,5,1,0,0,0,5,5,2,1,0,5,5,1,3,0,5,5,3,1,0,5,1,5,0,0,0,3,0,1,3,0,1,1,-1,-1,-1,-1,-1,1,-1,-1,35,"Male","Yes","two to three times per day","less than 100",3,"Public","","A35D31QHYQUF9V","",632,24,25,8,8,0,-4
"4/25/19 12:37","I agree to participate.",4,5,1,4,4,0,5,5,4,2,4,5,5,4,5,3,5,4,1,4,1,5,4,4,2,2,1,4,3,3,4,5,1,-1,-1,1,-1,-1,-1,-1,-1,-1,48,"Female","Yes","less than once per week","less than 100",1,"Public","YoCatholicMomma","A33GX3JAEX2RCI","",633,27,26,15,21,18,-6
"4/25/19 12:55","I agree to participate.",4,3,0,2,0,0,3,3,1,0,0,4,4,0,2,0,5,5,1,3,0,5,5,3,1,1,0,2,4,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,"Male","Yes","less than once per week","less than 100",1,"Public","rogan12h","A203C9REA20IT3","",634,23,22,5,10,0,-10
"4/25/19 13:05","I agree to participate.",4,4,0,1,1,0,3,4,3,3,1,3,4,2,3,0,5,3,1,2,1,4,3,2,0,1,0,1,1,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,"Female","Yes","two to three times per week","less than 100",1,"Private","","A3HC7AQFCYT5GJ","",635,19,18,8,13,5,-10
"4/25/19 13:11","I agree to participate.",4,5,1,1,4,0,1,5,2,1,3,5,5,2,5,5,5,4,2,4,3,5,1,5,1,3,5,1,3,3,1,5,1,-1,-1,-1,-1,1,-1,-1,-1,1,36,"Male","Yes","two to three times per week","200 to 300",3,"Private","","A1Y9395AXC1FS0","",636,17,27,11,15,25,-4
"4/25/19 14:57","I agree to participate.",5,5,3,5,5,0,5,4,5,4,5,5,3,4,4,5,5,5,0,5,5,5,5,5,2,5,5,5,3,2,3,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,35,"Female","Yes","less than once per week","less than 100",1,"Private","","ARPORQMJIBTP2","",637,30,25,16,26,30,-8
"4/25/19 15:06","I agree to participate.",3,5,0,1,0,0,2,2,0,0,0,0,5,0,0,0,2,5,0,1,0,4,0,5,0,0,0,0,0,1,3,0,-1,-1,1,1,-1,-1,1,-1,-1,-1,23,"Female","Yes","two to three times per week","less than 100",1,"Private","","A30NWLRPW1XUSH","",638,7,22,1,5,0,-4
"4/25/19 15:16","I agree to participate.",2,4,2,4,1,0,3,5,4,2,1,4,5,3,4,0,4,5,5,4,1,5,5,4,1,4,2,0,0,0,4,0,1,1,1,1,1,1,1,1,1,-1,55,"Male","Yes","four to five times per week","more than 1000",1,"Public","beyondedm","A38DXFI1TZA295","",639,18,23,15,22,5,8
"4/25/19 15:59","I agree to participate.",5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,"Male","Yes","two to three times per day","less than 100",7,"Public","","A2VQ1WGHLLLNJ1","",640,30,30,30,30,25,-10
"4/25/19 17:02","I agree to participate.",4,4,4,4,3,0,4,4,4,2,4,4,4,4,4,0,4,4,4,4,1,4,0,4,4,4,0,0,2,4,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,"Male","Yes","two to three times per week","less than 100",2,"Private","","A28HB7240OFGEW","",642,16,22,24,18,12,-10
"4/25/19 17:24","I agree to participate.",4,4,4,4,4,1,5,4,5,2,0,4,5,5,3,5,5,5,3,5,3,5,5,5,5,5,5,5,5,5,5,5,1,1,-1,-1,1,-1,-1,-1,1,-1,36,"Female","Yes","two to three times per week","less than 100",2,"Private","","AS1KP4SMNONQC","",643,28,28,27,24,22,-2
"4/25/19 17:30","I agree to participate.",3,4,0,0,1,0,5,3,1,0,1,5,5,1,3,0,5,5,0,2,1,5,5,2,2,1,3,5,5,1,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,"Male","Yes","four to five times per week","100 to 200",1,"Private","","A2OXXHGAM7B0Y","",644,28,24,5,6,11,-10
"4/25/19 17:42","I agree to participate.",5,5,0,2,0,0,5,5,3,0,0,5,5,4,5,0,5,5,0,0,0,5,5,5,0,0,0,0,5,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,24,"Female","Yes","two to three times per day","100 to 200",4,"Public","","A1N1EF0MIRSEZZ","",645,25,30,7,7,0,-6
"4/25/19 18:34","I agree to participate.",4,4,1,3,4,0,5,5,3,2,5,5,5,3,5,2,4,5,0,3,4,5,3,5,1,3,4,4,0,0,2,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,"Female","No","N/A ( I do not have a Twitter account)","I do not wish to disclose this information.",NA,"N/A (I do not have a Twitter account)","","A3OW5EFQ5QFD19","",646,25,24,8,18,23,-8
"4/25/19 19:03","I agree to participate.",0,1,2,0,0,0,2,3,0,3,0,5,5,0,5,0,3,4,1,3,2,5,4,3,0,0,1,4,1,1,2,3,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,26,"Male","Yes","less than once per week","less than 100",1,"Public","Invicious","A102VHF4S7WXQF","",647,18,17,4,13,6,-8
"4/25/19 19:36","I agree to participate.",4,3,5,4,5,0,4,3,2,5,5,5,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3,4,5,-1,-1,-1,1,1,1,1,-1,1,1,55,"Female","Yes","two to three times per week","100 to 200",5,"Public","KYhomemaker","ATOV0H5KQHI29","",648,24,21,23,27,30,2
"4/25/19 20:52","I agree to participate.",4,4,1,1,0,0,4,4,2,0,0,4,4,1,0,0,4,4,4,3,0,5,5,4,1,4,0,0,0,1,4,0,-1,1,-1,1,-1,-1,1,1,1,-1,36,"Male","Yes","four to five times per week","I do not wish to disclose this information.",1,"Private","","A1L3937MY09J3I","",649,21,20,10,12,0,0
"4/25/19 22:13","I agree to participate.",5,4,3,2,3,0,4,5,3,4,3,4,5,3,5,2,5,4,1,2,2,4,3,4,1,0,0,4,1,1,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,"Female","Yes","four to five times per week","less than 100",1,"Public","amber_gardner85","A1VFRCYMWGWWCZ","",650,25,23,12,16,12,-10
"4/25/19 23:40","I agree to participate.",0,4,2,4,0,1,0,5,4,4,0,5,5,3,2,0,0,0,5,3,5,5,5,4,5,4,0,0,0,0,0,0,1,1,1,1,1,-1,1,1,1,-1,21,"Male","Yes","two to three times per day","more than 1000",2,"Private","","AFACO8F6WCPOM","",651,10,18,19,17,5,6
"4/25/19 23:58","I agree to participate.",3,3,0,0,2,0,2,1,0,0,2,3,2,0,3,0,5,5,2,1,0,5,0,3,0,2,1,1,5,3,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,"Male","Yes","four to five times per week","less than 100",3,"Private","","A1XUZFDVKP95VC","",652,14,19,5,6,5,-8
"4/26/19 1:18","I agree to participate.",4,4,2,2,5,0,4,4,2,4,3,4,2,2,5,5,4,5,1,1,4,5,3,5,3,5,4,5,4,3,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,34,"Female","No","N/A ( I do not have a Twitter account)","I do not wish to disclose this information.",NA,"N/A (I do not have a Twitter account)","","A30KYQGABO7JER","",653,24,24,13,18,25,-8
"4/26/19 1:24","I agree to participate.",5,5,0,3,5,0,5,5,2,0,3,5,5,3,5,4,4,5,2,3,2,4,5,3,2,1,2,4,3,1,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,"Female","Yes","two to three times per week","less than 100",1,"Private","","A5U5YPT0KL47F","",654,28,26,10,16,19,-10
"4/26/19 3:01","I agree to participate.",5,5,1,2,3,0,4,4,1,1,0,4,5,2,3,0,4,5,2,3,0,5,5,5,1,2,0,4,3,1,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,"Female","Yes","two to three times per week","less than 100",3,"Public","mollybow","ASAHGC46NIF0N","",655,26,27,8,15,4,-10
"4/26/19 4:48","I agree to participate.",5,4,3,3,2,0,4,4,2,1,2,5,5,3,3,0,5,4,4,4,2,5,5,4,1,3,1,2,1,0,3,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,35,"Male","Yes","four to five times per day or more","less than 100",1,"Public","Jakra64","AT7QJKGCPSO6J","",656,26,22,13,17,8,-4
